27/06/2022 15.34.00 PC01 00   (TGVSPEC) - Start del software
27/06/2022 15.34.21 PC01 00   (SEMIAUT) - Missioni in semiautomatico
27/06/2022 15.52.08 PC01 00   (TGVSPEC) - Start del software
27/06/2022 15.53.22 PC01 00   (SEMIAUT) - Missioni in semiautomatico
27/06/2022 16.06.34 PC01 00   (RES_MIS) - Reset missione Tgv1
27/06/2022 16.06.34 PC01 00   (RES_CH ) - Reset chiamata Tgv1
27/06/2022 16.26.08 PC01 00   (TGVSPEC) - Start del software
27/06/2022 16.55.26 PC01 00   (SEMIAUT) - Missioni in semiautomatico
27/06/2022 16.57.07 PC01 00   (RES_MIS) - Reset missione Tgv1
27/06/2022 16.57.07 PC01 00   (RES_CH ) - Reset chiamata Tgv1
27/06/2022 16.57.15 PC01 00   (SEMIAUT) - Missioni in semiautomatico
27/06/2022 17.00.22 PC01 00   (TGVSPEC) - Start del software
27/06/2022 17.01.35 PC01 00   (RES_MIS) - Reset missione Tgv1
27/06/2022 17.01.35 PC01 00   (RES_CH ) - Reset chiamata Tgv1
27/06/2022 17.10.24 PC01 00   (SEMIAUT) - Missioni in semiautomatico
27/06/2022 17.13.45 PC01 00   (SEMIAUT) - Missioni in semiautomatico
27/06/2022 17.15.56 PC01 00   (SEMIAUT) - Missioni in semiautomatico
27/06/2022 17.20.14 PC01 00   (TGVSPEC) - Close del software
28/06/2022 09.54.28 PC01 00   (TGVSPEC) - Start del software
28/06/2022 09.55.17 PC01 00   (COM01  ) - Abilita/Disabilita comunicazione
28/06/2022 09.55.32 PC01 00   (TGVSPEC) - Close del software
28/06/2022 10.05.14 PC01 00   (TGVSPEC) - Start del software
28/06/2022 10.06.59 PC01 00   (EDITMAG) - (Mag:8) Salva editor
28/06/2022 10.08.37 PC01 00   (EDITMAG) - (Mag:8) Salva editor
28/06/2022 10.09.05 PC01 00   (EDITMAG) - (Mag:8) Salva editor
28/06/2022 10.10.47 PC01 00   (TGVSPEC) - Close del software
28/06/2022 10.36.21 PC01 00   (TGVSPEC) - Start del software
28/06/2022 10.36.40 PC01 00   (RES_MIS) - Reset missione Tgv1
28/06/2022 10.36.40 PC01 00   (RES_CH ) - Reset chiamata Tgv1
